"Title","Last update","Geolocation","Main location","Action area","twitter account","website","Post date"
"ZoomCharts","2018-02-05","POINT (24.164646 56.9674982)","Unijas iela 8k9 Riga, LV-1084 Latvia","ICT Enablers","ZoomCharts","http://zoomcharts.com","2016-01-11"
"Turbine Analytics S.A.","2018-02-05","POINT (21.0358409 52.2224439)","Rozbrat 6/17, Warsaw, 00-451 Poland","Analytics","TurbineAM","http://www.turbineanalytics.com/","2016-01-11"
"Climber Hotel","2018-02-05","POINT (-9.1393366 38.7222524)","R. Rodrigo da Fonseca, 11 Lisbon, Portugal","Vertical applications, Retail and wholesale","climberhotel","http://www.climberhotel.com","2016-01-11"
"Portugal Telecom","2018-02-05","POINT (-9.1457427 38.7313036)","Av. Fontes Pereira de Melo, 40 Lisbon, 1069-300
Portugal","Data holders","portugaltelecom","http://www.telecom.pt","2016-01-11"
"GetSocial","2018-02-05","POINT (-9.1393366 38.7222524)","Avenida da Liberdade, 230, 2nd Floor 1250-148, Lisbon, Portugal","Analytics, Social Analytics","getsocial_io","http://www.getsocial.io","2016-01-11"
"Liquid","2018-02-05","POINT (-9.1393366 38.7222524)","Lisboa, Portugal","Analytics","onliquid","https://onliquid.com","2016-01-11"
"Ifinity","2018-02-05","POINT (21.0122287 52.2296756)","Powstanców Śląskich 26A Warsaw, 01-381 Poland","Vertical applications","getifinity","http://www.getifinity.com","2016-01-11"
"Sizem","2017-11-01","POINT (15.9886814 45.813347)","Vlaška 70E Croatia Zagreb, 10000, Croatia","Vertical applications, Retail and wholesale","SizemApp","http://www.sizemapp.com/en/","2016-01-11"
"Stedex","2018-12-23","POINT (4.469936 50.503887)","Riccardo Vaccarini Street Building 8, Apartment 7 Sofia, Grad Sofiya BG-1404 Bulgaria","ICT Enablers"," ","http://www.stedex.com","2016-01-11"
"NumberPicture","2018-02-05","POINT (23.3218675 42.6977082)","Sofia, Bulgaria","ICT Enablers","numberpicture","http://numberpicture.com","2016-01-11"
"OnyxBeacon","2018-02-05","POINT (23.6236353 46.7712101)","Intre Lacuri Str. 45 Cluj, Cluj 400591 Romania","ICT Enablers","onyxbeacon","http://www.onyxbeacon.com","2016-01-11"
"Zimplu CRM","2018-02-05","POINT (26.1091729 44.443053)","Alexandru Donici 24 Bucharest, Romania","Vertical applications, Retail and wholesale","Zimplu","http://www.zimplu.com","2016-01-11"
"TheWebMiner","2018-02-05","POINT (26.1025384 44.4267674)","Husi, Nr.1 Bucharest, Romania","ICT Enablers","thewebminer","http://thewebminer.com","2016-01-11"
"Piwik PRO","2018-02-05","POINT (17.0266974 51.1087025)","Piwik PRO Sp. z o.o. Sw. Antoniego 2/4 Wroclaw, 50-073 Poland","ICT Enablers","PiwikPro","http://piwik.pro","2016-01-11"
"Cognitum","2018-02-05","POINT (21.09958 52.21675)","Wal Miedzeszynski 630 Warsaw, 03-994 Poland","ICT Enablers","cognitum_eu","http://www.cognitum.eu/","2016-01-11"
"GetBadges","2018-02-05","POINT (16.9251681 52.406374)","Poznan, Wielkopolskie Poland","Vertical applications","get_badges","http://getbadges.io","2016-01-11"
"BETEGY","2018-02-05","POINT (21.0122287 52.2296756)","Zurawia 26/10 Warsaw, 00-515 Poland","Vertical applications","betegy","http://betegy.com","2016-01-11"
"qDatum","2018-02-05","POINT (14.5528116 53.4285438)","Szczecin, Zachodniopomorskie Poland","Data Marketplaces","qdatum_io","https://www.qdatum.io/","2016-01-11"
"Harimata","2018-02-05","POINT (19.9449799 50.0646501)","Felicjanek 10/16 Kraków, 31-104 Poland","Vertical applications, Healthcare","MeetHarimata","http://harimata.co","2016-01-11"
"Lab4motion Solutions Ltd","2018-02-05","POINT (16.9386146 52.4076233)","Woźna 14/3 Poznan, Wielkopolskie 61-777, Poland","Analytics, Consumer data","lab4motion","http://www.lab4motion.com","2016-01-11"
"Algolytics","2018-02-05","POINT (21.0221154 52.1747627)","Armii Ludowej 26  00-609 Warsaw, Poland","Analytics, Business Intelligence","algolytics","http://www.algolytics.com","2016-01-11"
"Use It Better","2018-02-05","POINT (18.5790249 54.4103258)","Msciwoja II 33A Gdansk, 80-384 Poland","Analytics, Consumer data","useitbetter","http://www.useitbetter.com","2016-01-11"
"Clearcode","2018-02-05","POINT (17.0266974 51.1087025)","Św. Antoniego 2/4Gate A, 3 floor Wroclaw, 50-306, Poland","Analytics","clearcodehq","http://clearcode.cc","2016-01-11"
"SurveyLegend","2018-02-05","POINT (13.2149736 55.7113235)","Scheeleväg 15 Lund, 223 70 Sweden","ICT Enablers","surveylegend","https://www.surveylegend.com","2016-01-11"
"Vanitail","2018-02-05","POINT (16.1926853 57.9313915)","Box 26077 Stockholm, 100 41 Sweden","ICT Enablers","vanitail","http://www.vanitail.com","2016-01-11"
"VORtech","2018-02-05","POINT (4.35422 51.9974078)","2 Martinus Nijhofflaan, 19th floor, Delft, the Netherlands","Analytics","vortechbv","https://www.vortech.nl/","2015-12-18"
"DeciData","2018-02-05","POINT (-2.9349852 43.2630126)","ICAZA Colaborando Alameda Mazarredo, 47 48009 Bilbao","Analytics, AI/Machine learning","","http://www.decidata.es","2015-12-15"
"Tradeworks.io","2018-02-05","POINT (12.5683372 55.6760968)","The Orbit Building Amagerfælledvej 56 Copenhagen, 2300 Denmark","Vertical applications, Financial Services","tradeworks_tech","http://www.tradeworks.io","2015-12-01"
"Oxford BioChronometrics","2018-02-05","POINT (6.1319346 49.611621)"," 58 blvd de la Petrusse 2320, Luxembourg City ","ICT Enablers","oxfordbiochron","http://www.oxford-biochron.com","2015-12-01"
"MetricsCat","2018-02-05","POINT (24.7535747 59.4369608)","Tallinn, Estonia","Vertical applications","metricscat","http://metricscat.com","2015-12-01"
"Big Data Scoring","2018-02-05","POINT (24.7535747 59.4369608)","One Canada Square, Canary Wharf, London","Vertical applications, Financial Services","BigData_Scoring","http://www.bigdatascoring.com","2015-12-01"
"Pingvalue","2018-02-05","POINT (6.1319346 49.611621)","59 Bld Royal Luxembourg, Luxembourg 2449 Luxembourg","Analytics, Consumer data","Pingvalue","http://www.pingvalue.com","2015-12-01"
"Rocketgraph","2017-11-01","POINT (23.7293599 37.983917)","Athens, Greece","Data Marketplaces","Rocketgraph","https://rocketgraph.com/","2015-12-01"
"Runteq","2018-02-05","POINT (23.6706737 61.5279393)","Piirukatu 18 FIN-33400 Tampere Finland","Vertical applications","runteq","http://www.runteq.com","2015-12-01"
"FishBrain","2018-02-05","POINT (11.9644239 57.7034405)","Vastra Hamngatan 18 Göteborg, 41117 Sweden","Vertical applications","fishbrain","http://www.fishbrain.com","2015-12-01"
"Tajitsu Industries","2018-02-05","POINT (11.97456 57.70887)","Holtermansgatan 1 C  411 29 Gothenburg, Sweden","Analytics, Consumer data","tajitsuinc","http://www.tajitsu.com","2015-12-01"
"Findify","2018-02-05","POINT (18.0685808 59.3293235)","Stockholm, Sweden","Vertical applications, Retail and wholesale","GetFindify","http://www.findify.io/","2015-12-01"
"HeyStacks","2018-02-05","POINT (-6.2603097 53.3498053)","Nova UCD Belfield Dublin, Dublin 4 Ireland","Analytics, Consumer data","HeyStaks","http://www.heystaks.com","2015-12-01"
"Eagle Alpha","2018-02-05","POINT (-6.2603097 53.3498053)","19 Elgin Road Ballsbridge Dublin, 4 Ireland","Vertical applications, Financial Services","DollarEagle","http://eaglealpha.com","2015-12-01"
"Boxever","2018-02-05","POINT (-6.2603097 53.3498053)","Ashford House Tara Street Dublin, Dublin 2 Ireland","Analytics, Business Intelligence","Boxever","http://www.boxever.com","2015-12-01"
"Locatee","2018-02-05","POINT (8.541694 47.3768866)","Locatee AG Binzstrasse 41 CH-8045 Zürich Switzerland","Analytics, Business Intelligence","not found","http://www.locatee.ch/","2015-12-01"
"KNIME","2018-02-05","POINT (8.541694 47.3768866)","Technoparkstrasse 1 80005 Zürich, Switzerland","Analytics","knime","http://www.knime.org/","2015-12-01"
"Wealtharc","2018-02-05","POINT (8.4850173 47.197193)"," 21 Steinhausen, 6312 CHE Switzerland, Zurich","Analytics, Business Intelligence","WealthArc","http://www.wealtharc.com","2015-12-01"
"INNAAS","2018-02-05","POINT (12.4673426 41.8821281)","Via Aurelio Saliceti Rome, Italy","Analytics, AI/Machine learning","INNAAS_Srl","http://www.innaas.com","2015-12-01"
"Tickete","2018-02-05","POINT (11.3426162 44.494887)","Milan, 20100 Italy","Vertical applications, Financial Services","TicketeApp","http://www.tickete.it","2015-12-01"
"CargoSpotter","2017-11-01","POINT (10.7369774 59.9109208)","Rådhusgaten 25 Oslo, N-0158 Norway","Vertical applications, Transport and Storage","","http://www.cargospotter.no","2015-12-01"
"Unacast","2018-02-05","POINT (10.7172219 59.9287517)","Valkyriegata 15A, Vat number: 913 820 746, 0366 OSLO","Vertical applications, Retail and wholesale","Unacast","http://www.unacast.com","2015-12-01"
"University of Ferrara","2018-02-05","POINT (11.5979159 44.8344832)","Via Saragat 1, I-44122, Ferrara, Italy","Enabling Players, Academia","","http://sites.unife.it/ml/","2015-11-25"
"InData Labs","2018-02-05","POINT (33.3822764 35.1855659)"," Kyriakou Matsi 16, Eagle House 10th Floor, Agioi Omologites, 1082 Nicosia, Cyprus","ICT Enablers","InDataLabs","http://indatalabs.com/","2015-11-19"
"Fujitsu Ireland","2018-02-05","POINT (-6.2603097 53.3498053)","Swords, Dublin","ICT Enablers","@fujitsu_ie","http://ie.fujitsu.com","2015-11-19"
"Quintelligence","2018-02-05","POINT (14.5057515 46.0569465)","30 teslova, Ljubljana, Slovenia","Analytics","","http://quintelligence.com/","2015-11-18"
"EEA s.r.o.","2018-02-05","POINT (17.1077478 48.1485965)","Bratislava, Slovakia","Enabling Players, Academia","@EEA_blog","https://www.eea.sk/","2015-11-17"
"VentureRadar","2018-02-05","POINT (-0.1277583 51.5073509)","London, UK","Data holders","","https://www.ventureradar.com/","2015-11-06"
"Big Data Value Center","2018-02-05","POINT (5.2647016 52.3507849)","Wisselweg 33, 5th floor, 1314 CB Almere, The Netherlands","Enabling Players, Incubators","bdvcalmere ","http://www.bdvc.nl","2015-11-05"
"Kernel Anlytics","2018-02-05","POINT (2.1598291 41.3912882)","Carrer de Balmes, 89, 08008 Barcelona","Enabling Players, Incubators","","https://www.kernel-analytics.com/","2015-11-03"
"Butler Scientifics","2018-02-05","POINT (2.1402498 41.4242815)","Tir, 5, Barcelona","Analytics","butlersci","http://www.butlerscientifics.com","2015-11-03"
"uWhisp","2018-02-05","POINT (2.1936486 41.4046472)","Avinguda diagonal, 177, Barcelona Spain","Lead users","uwhisp","https://uwhisp.com","2015-11-03"
"Adaptant Solutions AG","2018-02-05","POINT (11.5819805 48.1351253)","St. Martin Strasse 53-55, 81669 Munich, Germany","ICT Enablers","adaptant_io","https://www.adaptant.io/","2015-10-29"
"Talkwalker","2018-02-05","POINT (6.1319346 49.611621)","12, avenue Monterey, L-2163 Luxembourg","Analytics, Social Analytics","talkwalker","http://www.talkwalker.com/","2015-10-26"
"EdgeLeap","2018-02-05","POINT (5.1214201 52.0907374)","Hooghiemstraplein 15, Utrecht, The Netherlands","Vertical applications, Healthcare","https://twitter.com/EdgeLeap","http://www.edgeleap.com","2015-07-15"
"Fundacion CARTIF","2018-02-05","POINT (-4.7169654 41.5192058)","Parque Tecnologico de Boecillo, 205 - 47151 Boecillo (Valladolid) - Spain","Enabling Players, Academia","","http://www.cartif.es","2015-06-23"
"City Context Open Data API","2018-02-05","POINT (-0.0838597 51.5256331)","86-90 Paul Street, London EC2A4NE","Data Marketplaces","","http://www.citycontext.com","2015-05-27"
"DiabetesLab","2018-02-05","POINT (11.1500445 46.0659552)","Via Sommarive 18, Trento, Italy","Vertical applications, Healthcare","diabeteslab","http://diabeteslab.org","2015-05-07"
"U-Hopper","2018-02-05","POINT (11.1217486 46.0747793)","via Antonio da Trento 8/2, Trento, Italy","Analytics","uhopper","http://www.u-hopper.com/","2015-05-07"
"21c","2018-02-05","POINT (-0.2101796 51.5168758)","136 Lancaster Road, Notting Hill, London, W11 1QU, UK","Enabling Players, Other Support services","@21cData","https://www.21cconsultancy.com/","2015-05-01"
"MIOsoft Deutschland GmbH","2018-02-05","POINT (9.9936819 53.5510846)","Großer Grasbrook 9, 20457 Hamburg ","Analytics","MIOsoftDeu","https://miosoft.de/","2015-04-27"
"Europeana","2018-02-05","POINT (4.3236005 52.0815611)","10 Koningin Julianaplein, Den Haag,  Netherlands","Data holders","europeanaEU","http://www.europeana.eu","2015-04-27"
"Wellness Telecom","2018-02-05","POINT (-5.9844589 37.3890924)","España","ICT Enablers","wellnesstelecom","http://www.wtelecom.es","2015-04-27"
"ZEEF","2018-02-05","POINT (4.8951679 52.3702157)","Amstelboulevard 184  Amsterdam, 1096HM  NLD","Vertical applications","ZEEFcom","https://zeef.com/","2015-04-27"
"SocialBro","2018-02-05","POINT (-0.1277583 51.5073509)","London, United Kingdom","Analytics, Social Analytics","SocialBro","http://es.socialbro.com/","2015-04-27"
"Shoptimise","2018-02-05","POINT (2.3522219 48.856614)","81 rue Reaumur  Paris, 75002  FRA","Vertical applications, Retail and wholesale","ShoptimiseFr","http://www.shoptimise.fr/","2015-04-27"
"Olery","2019-01-25","POINT (4.8567865 52.3339192)","Amstelveenseweg 646  Amsterdam, 1081JJ  NLD","Vertical applications","OleryHQ","http://www.olery.com/","2015-04-27"
"moogsoft","2019-01-25","POINT (-0.3073972 51.4071655)","Olympic House  63 Wallingford Road, Uxbridge, Middlesex  London, UB8 2RW  GBR ","ICT Enablers","moogsoft","http://www.moogsoft.com/","2015-04-27"
"mcash","2019-01-25","POINT (10.7410775 59.911466)","Oslo, Norway","Vertical applications, Financial Services","PayWithMcash","https://mca.sh/no/","2015-04-27"
"Kreditech","2018-02-05","POINT (9.9936818 53.5510846)","Hamburg, Germany","Vertical applications, Financial Services","Kreditech","https://www.kreditech.com/","2015-04-27"
"Blue Conic","2019-01-27","POINT (5.7963222 51.8259325)","Wijchenseweg 111 6538 SW Nijmegen Nederland","Analytics, Consumer data","blueconic","http://www.blueconic.com/","2015-04-27"
"Infogram","2019-01-25","POINT (24.1090062 56.9487201)"," Riga, Latvia","ICT Enablers","infogram","https://about.infogr.am/","2015-04-27"
"GPredictive","2018-02-05","POINT (9.9936819 53.5510846)","Lilienstraße 11  Hamburg, 20095  DEU","Analytics, Consumer data","GradientGmbH","http://www.gpredictive.de/","2015-04-27"
"GameAnalytics","2019-01-25","POINT (12.5562873 55.6728991)","Refshalevej 147, 1  Copenhagen, 1432  DNK","Vertical applications","GameAnalytics","http://www.gameanalytics.com/","2015-04-27"
"Edited","2018-02-05","POINT (-0.1277583 51.5073509)","77 Hatton Garden  London, EC1  GBR","Vertical applications, Retail and wholesale","@EDITD","https://editd.com/","2015-04-27"
"Definiens","2019-01-27","POINT (11.5471646 48.1430353)","Bernhard-Wicki-Str. 5  Munich, 80636  DEU","Vertical applications, Healthcare","DefiniensLife","http://www.definiens.com/","2015-04-27"
"Burt","2019-01-25","POINT (11.9663014 57.7037421)","Gothenburg, Sweden","Vertical applications","burtcorp","http://burt.io/","2015-04-26"
"ArangoDB","2019-01-27","POINT (6.9399237 50.9322014)","Cologne, 50674  DEU","ICT Enablers","arangodb","https://www.arangodb.com/","2015-04-26"
"Finactum","2018-02-05","POINT (4.6877245 50.9147465)","Blauwe Stap 18, 3020 Herent, Belgium","Cross Infrastructures","finactum","http://www.finactum.be","2015-04-24"
"PricePanorama","2018-02-05","POINT (15.1335891 51.6391984)","Broni Pancernej 6/25, Żary, Poland","Data holders","","https://pricepanorama.com","2015-04-23"
"Thales","2018-02-05","POINT (2.3522219 48.856614)","Paris","ICT Enablers","thalesgroup","http://www.thalesgroup.com","2015-04-22"
"SINTEF","2018-02-05","POINT (10.3950528 63.4305149)","Stiftelsen SINTEF, P.O. Box 4760 Sluppen, NO-7465 Trondheim, Norway","Enabling Players, Academia","SINTEF","http://www.sintef.no","2015-04-22"
"Siemens","2018-02-05","POINT (11.5752238 48.1438608)","Wittelsbacherplatz 2  Munich, 80333  DEU","Cross Infrastructures","Siemens","http://www.siemens.com","2015-04-22"
"Helix Nebula Science Cloud","2018-02-05","POINT (15.2551187 54.5259614)","Europe","Data Marketplaces","https://twitter.com/HelixNebulaSC","http://www.helix-nebula.eu/","2015-04-22"
"CERN","2018-02-05","POINT (6.1431577 46.2043907)","CH-1211 Geneva 23, Switzerland","Data holders","https://twitter.com/CERN","http://www.cern.ch/","2015-04-22"
"Orange","2018-02-05","POINT (-3.7037902 40.4167754)","Nat. Empresarial La Finca  Building 8 PS Club Deportivo 1  Madrid, 28223  España ","Lead users","OrangeGroupPR","http://laborange.fr/","2015-04-20"
"NOKIA","2018-02-05","POINT (24.9383791 60.1698557)","Finland -00045 Nokia Group  Helsinki, 00045  Finland","ICT Enablers","nokia","http://nokia.com","2015-04-20"
"Indra","2018-02-05","POINT (-3.6420043 40.5296305)","Avenida de Bruselas, 35 Alcobendas, Madrid","Analytics, Business Intelligence","IndraCompany","http://www.indracompany.com/en","2015-04-20"
"Fraunhofer-Gesellschaft","2018-02-05","POINT (11.5819805 48.1351253)","Fraunhofer Society for the Advancement of Applied Research  PO Box 20 07 33  80007 München ","Enabling Players, Academia","Fraunhofer","http://www.fraunhofer.de/","2015-04-20"
"Atos","2018-02-05","POINT (2.215847 48.925687)","Atos River Ouest 80, Quai Voltaire 95877 Bezons","Analytics, Business Intelligence","Atos","http://atos.net/en-us/home.html","2015-04-20"
"AnswareTech s.l.","2018-02-05","POINT (-3.7037902 40.4167754)","C/ Tablas de Daimiel 2, Portal 2, 1ºB  Madrid,  España","ICT Enablers","","http://web.answare-tech.com/","2015-04-20"
"Rusticae","2018-02-05","POINT (-3.9293646 40.5766078)"," 2, Mariano Cuesta St. 28250 Torrelodones. Madrid","Lead users","Rusticae","https://www.rusticae.com","2015-04-17"
"Wonga","2019-01-25","POINT (-0.162429 51.5189847)","88 Crawford Street  London, W1H 2EJ  GBR","Vertical applications, Financial Services","OfficialWonga","https://www.wonga.com/","2015-04-17"
"GoSquared","2018-02-05","POINT (-0.1097034 51.5222735)","2nd Floor, White Bear Yard  144a Clerkenwell Road  London, EC1R5DF  UK","Analytics, Social Analytics","GoSquared","https://www.gosquared.com","2015-04-17"
"Bime Analytics","2019-01-27","POINT (3.8845848 43.6093572)","European HQ  1 place Francis Ponge  Montpellier, 34000  France  ","Analytics, Business Intelligence","bimeanalytics","http://www.bimeanalytics.com/","2015-04-17"
"Treparel","2018-02-05","POINT (4.3570677 52.0115769)","Delftechpark26  Delft, 2628 XH  NLD","Analytics","treparel","http://treparel.com/","2015-04-17"
"Kognitio","2018-02-05","POINT (-0.75398 51.41604)","3A Waterside Park  Cookham Road, Berkshire  Bracknell, RG12 1RB  UK ","Analytics","kognitio","http://www.kognitio.com","2015-04-17"
"Room Mate Hotels","2018-02-05","POINT (-3.7037902 40.4167754)","Velázquez 50, 3ª Planta MADRID","Lead users","RoomMateHotels","http://www.room-matehotels.com/","2015-04-16"
"xplore+","2019-01-23","POINT (4.3517211 50.8503463)","Europe","Analytics, Business Intelligence","xploreplus","http://xploreplus.com/","2015-04-16"
"Wondergraphs","2017-11-01","POINT (4.7 50.883333)","Leuven,  BEL","Analytics, Business Intelligence","Wondergraphs","http://www.wondergraphs.com","2015-04-16"
"Vitamin K","2018-02-05","POINT (-3.7037902 40.4167754)"," C/ de La Botánica 4  Madrid, 28028","Lead users","vitamina_K","http://www.vitaminak.com","2015-04-16"
"Village","2018-02-05","POINT (2.1734035 41.3850639)","Barcelona","Vertical applications","VillageApp","http://villageapp.es/","2015-04-16"
"UgenTec","2018-02-05","POINT (5.33248 50.93069)","Kempische Steenweg 311/1.02 3500 Hasselt Belgium","Vertical applications, Education","UgenTec","http://ugentec.com/","2015-04-16"
"Trovit","2018-02-05","POINT (2.1304008 41.3886975)","Diagonal 601, 9ª  Barcelona, 08028  Spain","Lead users","trovit","http://www.trovit.com","2015-04-16"
"Trackuity","2018-02-05","POINT (3.7335525 51.0664078)","Dok-Noord 4D/104, 9000 Ghent, Belgium","Vertical applications","trackuity","http://www.trackuity.com/","2015-04-16"
"Ticketea","2018-02-05","POINT (13.404954 52.5200066)","Unter den Linden 21  Berlin, 10117  DEU","Lead users","ticketea","http://www.ticketea.com","2015-04-16"
"The Cocktail","2018-02-05","POINT (-3.6976434 40.4566161)","C/. Salamanca 17  Madrid, Madrid  ESP","Lead users","The_Cocktail","http://the-cocktail.com","2015-04-16"
"Teammate","2018-02-05","POINT (4.3517103 50.8503396)","Brussels,  BEL","Vertical applications","teammate_co","https://www.funderbeam.com/startups/teammate","2015-04-16"
"Soysuper","2018-02-05","POINT (-3.7037902 40.4167754)","Calle Maria de Molina 31  Madrid, 28006  ESP","Lead users","soysuper","http://soysuper.com","2015-04-16"
"Softonic","2018-02-05","POINT (-3.7037902 40.4167754)","Paseo de la Castellana , 180 1Âª planta  Madrid, 28046  España ","Lead users","Softonic","http://www.softonic.com","2015-04-16"
"Euronixa","2018-02-05","POINT (4.3517103 50.8503396)","Bastion Tower Bruxelles  Brussels,  Belgium","Lead users","EuronixaEEIG","http://www.euronixa.eu","2015-04-16"
"LetsBonus","2018-02-05","POINT (2.1734035 41.3850639)","Paza Galla  Placidia, Barcelona, 8006  España  ","Vertical applications, Retail and wholesale","LetsBonusBCN","http://es.letsbonus.com","2015-04-16"
"F6S","2018-02-05","POINT (-0.1277583 51.5073509)","London, United Kingdom","Enabling Players, Incubators","f6s","http://www.f6s.com/f6s","2015-04-16"
"Feedzai","2019-01-25","POINT (-1.2179185 51.7164611)","6 University Way, London E16 2RD  London, E16 2RD  GBR  ","Analytics, AI/Machine learning","feedzai","http://www.feedzai.com","2015-04-16"
"Blink by Groupon","2018-02-05","POINT (-3.7051894 40.4204026)","Plaza del Callao,  nº 5 - 8ª planta Madrid,  Madrid, 28013 España ","Lead users","Blinkbooking_UK","http://www.blinkbooking.com","2015-04-16"
"Sentiance","2019-01-27","POINT (4.4078422 51.1966711)","Sentiance NV Korte Lozanastraat 20-26 2018 Antwerp Belgium","Vertical applications, Professional Services","sentiance","http://www.sentiance.com","2015-04-16"
"Synapse Factory","2018-02-05","POINT (4.3517103 50.8503396)","Place Sainte-Gudule 5, 1000 Bruxelles","Analytics, Social Analytics","","http://www.synfac.com/","2015-04-16"
"Social Point","2018-02-05","POINT (2.192178 41.4066298)","Calle Llacuna nº 166  11th floor  Barcelona, 08018","Lead users","socialpoint","http://www.socialpoint.es","2015-04-16"
"Signaturit","2018-02-05","POINT (2.1734035 41.3850639)","Barcelona, Spain","Lead users","signaturit","https://www.signaturit.com","2015-04-16"
"Conento","2018-02-05","POINT (-3.6997654 40.4286513)","Calle Sagasta 15 - 5th floor, 28004 Madrid, Spain","Analytics, Consumer data","","http://www.conento.com","2015-04-14"
"Sharing Academy","2018-02-05","POINT (2.1734035 41.3850639)","Almogàvers, 165  Barcelona, 08018  España ","Vertical applications, Education","sharingacademy","http://sharingacademy.com","2015-04-13"
"Quizlyse","2017-11-01","POINT (2.1931683 41.3995345)","ALMOGAVERS 165  Barcelona, 08018  España ","Cross Infrastructures","quizlyse","http://www.quizlyse.com/","2015-04-13"
"Privalia","2018-02-05","POINT (2.1734035 41.3850639)","c/ Llull 113 - 119 Barcelona, 08005 SPAIN  Barcelona,  ESP  ","Lead users","privalia_es","http://www.privalia.com","2015-04-13"
"BrandWatch","2018-02-05","POINT (-0.1277583 51.5073509)","5th Floor  246 High Holborn  London, WC1V 7EX  UK","Analytics, Social Analytics","Brandwatch","http://www.brandwatch.com","2015-04-13"
"Option","2018-02-05","POINT (4.7005176 50.8798438)","Gaston Geenslaan 14  Leuven, 3001  Belgium","ICT Enablers","optiondotcom","http://www.option.com","2015-04-12"
"NGdata","2018-02-05","POINT (3.7291358 51.065895)","Sint-Salvatorstraat 18/303 9000 Ghent Belgium","Analytics, Business Intelligence","ngdata_com","http://www.ngdata.com","2015-04-12"
"MusiXmatch","2018-02-05","POINT (11.3426162 44.494887)","Via San Vitale, 5 - 40125 Bologna, Italy","Lead users","musixmatch","http://www.musixmatch.com","2015-04-12"
"Eltenedor","2018-02-05","POINT (-3.7037902 40.4167754)","calle benito gutierrez 37  Madrid, 28015  ESP","Lead users","eltenedor","http://www.eltenedor.es","2015-04-03"
"Chicisimo","2018-02-05","POINT (-2.9349852 43.2630126)","Calle Henao 14  nº 4, 4ºD  Bilbao,  España","Lead users","chicisimo","http://chicisimo.com","2015-04-03"
"Captain Dash","2018-02-05","POINT (2.3771995 48.8691121)","86, Rue de la Fontaine au Roi  Paris, 75011  FRA","Analytics, Consumer data","captain_dash","http://www.captaindash.com","2015-04-03"
"Cabify","2019-01-25","POINT (-3.7037902 40.4167754)","Calle Marqués de Lema 7  Madrid, 28003  ESP","Lead users","not found","http://www.cabify.com","2015-04-03"
"Minube","2018-02-05","POINT (-3.7037902 40.4167754)","Camino de la Zarzuela 19. 1ª planta - Letra C. 28023.  Aravaca - Madrid España","Lead users","minubeapp","http://www.minube.net","2015-04-03"
"Arsys","2018-02-05","POINT (-3.7037902 40.4167754)","HQ  Avenida de La Vega 1  Alcobendas  Madrid, 28108  España","ICT Enablers","arsys","http://www.arsys.es","2015-04-03"
"Antevenio","2018-02-05","POINT (-3.6952896 40.43094)","Antevenio Madrid  Calle Marques de Riscal 11  Madrid, 28010  España","Vertical applications, Professional Services","antevenio","http://www.antevenio.com","2015-04-03"
"Acierto.com","2018-02-05","POINT (-3.674793 40.5027867)","Office  Madrid, 28050  España","Vertical applications, Financial Services","AciertoCom","http://www.acierto.com","2015-04-03"
"Acens","2018-02-05","POINT (-3.7037902 40.4167754)","Madrid DataCenter  San Rafael, 14  Alcobendas, 28108  ESP  ","ICT Enablers","acens","http://www.acens.com","2015-04-03"
"Madpixel","2018-02-05","POINT (-3.7037902 40.4167754)","c/ Fuencarral 125  Madrid, 28010  España","Cross Infrastructures","madpixelfactory","http://www.madpixel.es","2015-04-03"
"Kibo Ventures","2018-02-05","POINT (-3.6772469 40.4469281)","Suero de Quiñones, 34  3rd Floor  Madrid, 28002  España ","Enabling Players, VCs","KiboVentures","http://www.kiboventures.com","2015-04-03"
"Kofax Kapow","2018-02-05","POINT (-0.1277583 51.5073509)","Irvine, CA","Analytics, AI/Machine learning","kapowsoftware","https://www.kofax.com/data-integration-extraction","2015-04-03"
"Kantox","2018-02-05","POINT (2.1734035 41.3850639)","Barcelona Office  Torre Mapfre, planta 10  Marina 16-18  Barcelona, 08005  ESP  ","Vertical applications, Financial Services","kantox","http://www.kantox.com","2015-04-03"
"Jobandtalent","2018-02-05","POINT (-3.7037902 40.4167754)","Madrid  Eloy Gonzalo 27  3 derecha  Madrid, 28010  ESP","Lead users","jobandtalentuk","http://www.jobandtalent.com","2015-04-03"
"Idealista","2018-02-05","POINT (-3.7037902 40.4167754)","plaza de la cortes, 2  Madrid, 28014  ESP","Lead users","holaidealista.com","http://www.idealista.com","2015-04-03"
"Ancoa","2018-02-05","POINT (-0.0865101 51.513453)","Ancoa Software Ltd 1 Royal Exchange Avenue London EC3V 3LT United Kingdom","Analytics","AncoaSoftware","http://ancoa.com/","2015-04-03"
"Incubio","2018-02-05","POINT (2.1928317 41.4062996)","Carrer de la Llacuna, 162, 08018 Barcelona","Enabling Players, Incubators","Incubio","http://incubio.com/","2015-04-03"
"Greenbird","2018-02-05","POINT (10.7522454 59.9138688)","Storgata 8, 0155 Oslo, Norway","Analytics, Business Intelligence","greenbirdIT","http://www.greenbird.com/","2015-04-03"
"Gigas","2018-02-05","POINT (-3.7037902 40.4167754)","88 Wood Street, 14th floor  EC2V 7RS London - UK","ICT Enablers","gigas","https://gigas.com/","2015-04-03"
